Subcluster_id,Q-score
169,1.5592958176699268
8,1.531630192521965
378,1.1911836893298449
113,1.143242306224323
9,1.0686362436347827
202,1.0631495970339424
27,1.0600534358348976
124,1.0161658613797435
341,0.9980341384406145
93,0.9715881857057947
40,0.9557800643678959
180,0.9438897634308887
140,0.9355322296498532
188,0.9350656664315378
347,0.8982879481361277
151,0.8965669443926072
22,0.8928757229238728
11,0.8753083303555229
68,0.8714775421868184
150,0.8681700133706529
58,0.8481155944999782
2,0.844433551604225
340,0.8433022044855278
170,0.8385741202044661
336,0.8370783804163067
0,0.8245103664874558
47,0.8100679676596176
77,0.8077798238594986
102,0.8037056357238733
79,0.8007124647702047
64,0.8005878693025601
126,0.7990009080796386
43,0.7869213162475839
116,0.7865106333967065
221,0.7743498241909572
71,0.7742174135327582
76,0.7623548792505415
51,0.7517485014937764
32,0.7491987209307382
92,0.7389487511666686
31,0.7378083418397743
78,0.7348656789353532
66,0.7337746586036353
1,0.7302750452330035
54,0.7298822212211212
25,0.725190048583009
187,0.7177131350084682
60,0.7120631301303293
35,0.7007211898332766
95,0.6973502256221807
73,0.697099663388073
296,0.6960261531796095
143,0.6846877039266205
72,0.683672252574999
179,0.6820043060960204
148,0.6743502858600314
24,0.6708133773389321
178,0.6694280033907263
149,0.6668913213451315
229,0.6634937937367071
259,0.6618011525958121
67,0.6592561212699541
10,0.6492032142701567
80,0.6475323486556643
56,0.6080854275657482
137,0.6066768645978214
48,0.6052276175019105
4,0.6040223387932573
44,0.5956060305474917
28,0.591041443759975
203,0.5846910610239164
272,0.5638368639064935
46,0.5626503704858667
62,0.5617391404558478
16,0.557251026671352
268,0.5426901697006945
34,0.5321326932179916
220,0.5261546647769697
104,0.5013829136269512
214,0.500922270204695
200,0.49964304554062944
144,0.4967866148746502
134,0.49669777490646266
15,0.49504032615535287
97,0.4891405596788684
201,0.4887058266004723
120,0.47862444603163423
192,0.4743857569281147
89,0.47292934385966856
154,0.47181995445985925
36,0.4666773434230327
191,0.46587265924693766
12,0.46505895706118383
91,0.46421016059613374
85,0.4619569677131299
33,0.4602364813224781
160,0.4592993589637435
233,0.45735314337050387
106,0.447801162060947
146,0.4433160091655124
63,0.4429215578348715
55,0.4365824228786134
82,0.43423332694972067
162,0.4324410995881388
318,0.43093020962542217
127,0.42779628487255783
61,0.4254453075721222
165,0.4243825248460634
135,0.4198347406206471
194,0.41102225708832596
237,0.4104433901133242
367,0.4104347070673484
139,0.410152645426499
50,0.40123177125592563
3,0.3998955548396601
159,0.3995849246831411
185,0.3907879212080034
39,0.3903202216639279
105,0.3884798869836436
52,0.38127028507229765
218,0.3751687356575686
112,0.3706594749380512
5,0.3697993340968986
96,0.3693329961897248
86,0.36620414453794875
37,0.36477355639705955
183,0.3609378944861717
131,0.3587837057975667
23,0.35663400482187546
155,0.35605354088956953
6,0.354611129296194
42,0.3499369518311478
374,0.3489154399035145
114,0.3476000311765987
239,0.33970659252803037
108,0.3354714545867358
53,0.3336138028335358
100,0.33323402623118215
94,0.3275982395375972
103,0.3270919121216733
234,0.3265577300859297
145,0.3208592408310378
110,0.31978389830563514
45,0.3190572097011921
129,0.3158046294634983
402,0.31570590934610615
118,0.3078744629580277
277,0.3069948160934887
304,0.30660756849918436
176,0.3064618582845936
207,0.30591681685692707
136,0.3057328121359148
109,0.29918152820390553
83,0.29875786647668845
260,0.298719844812249
21,0.2972377513068739
98,0.29662099719147506
189,0.29446794589023706
396,0.29324602842420755
7,0.29264238371351947
223,0.29037473251543355
357,0.2884238095946431
88,0.2867015369694785
99,0.2842327043235328
74,0.28249790993354107
111,0.2820568466318461
312,0.2807915270541703
315,0.28031901569746576
132,0.2788115067905348
279,0.2780168170545706
13,0.2763361881016491
164,0.2692659584557802
161,0.26719017244162735
258,0.26684567710426255
211,0.26439772486962143
338,0.2625399941331331
14,0.2564737451725041
213,0.2561137005015005
123,0.2560808638307185
224,0.25598089756035297
280,0.255150887532392
319,0.25462007792886276
69,0.2538542670177713
122,0.25110030141860284
119,0.250191702149239
147,0.24979128163701864
117,0.2458008630948492
65,0.24571520376843836
246,0.24564026439858977
249,0.24293615866259557
30,0.23294626832821086
290,0.23247198283872272
41,0.23138689099709692
90,0.22995739895295741
215,0.22695421196689453
59,0.22659020553386267
152,0.22109620617161205
228,0.21972889876607316
250,0.21735086143272242
205,0.21717248214102372
57,0.21488891626633239
247,0.2094203218828229
372,0.20884095125829522
263,0.20777837709578212
313,0.20754589722849257
355,0.2072031234680845
400,0.20686587364133885
244,0.20493041065311438
81,0.20464393983792906
230,0.19985444396021326
125,0.1971131640820527
278,0.1965055091662797
359,0.19580427455968424
158,0.19303312439073586
265,0.19058572789801131
115,0.18957118921438776
173,0.187861686662471
384,0.18511138979600714
344,0.18443707704649265
29,0.18413196031563284
138,0.17987759361055417
175,0.17737938009725512
70,0.176387629061373
261,0.17584432078842616
240,0.1701849589752099
206,0.17001788376565
177,0.16972040176990663
