Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Feature_65	Feature_66	Feature_67	Feature_68	Feature_69	Feature_70	Feature_71	Feature_72	Feature_73	Feature_74	Feature_75	Feature_76	Feature_77	Feature_78	Feature_79	Feature_80	Feature_81	Feature_82	Feature_83	Feature_84	Feature_85	Feature_86	Feature_87	Feature_88	Feature_89	Feature_90	Feature_91	Feature_92	Feature_93	Feature_94	Feature_95	Feature_96	Feature_97	Feature_98	Feature_99	Feature_100	Feature_101	Feature_102	Feature_103	Feature_104	Feature_105	Feature_106	Feature_107	Feature_108	Feature_109	Feature_110	Feature_111	Feature_112	Feature_113	Feature_114	Feature_115	Feature_116	Feature_117	Feature_118	Feature_119	Feature_120	Feature_121	Feature_122	Feature_123	Feature_124	Feature_125	Feature_126	Feature_127	Feature_128	Label
IL_Graph_1495	0.92261004	 -0.030173188	 -0.0074842926	 -0.0054136226	 -0.0044702142	 0.15773772	 4.9577007	 0.60200274	 1.0323931	 -0.019312032	 -0.008907464	 -0.012518521	 1.5444211	 -0.010343394	 1.7697934	 1.4839325	 2.0301242	 0.5598258	 -0.018238924	 -0.02042514	 2.8445609	 -0.03448123	 -0.01060219	 1.9526366	 -0.0015725113	 3.3099663	 0.5935106	 1.4641753	 1.0265485	 0.63708854	 2.192445	 -0.028876103	 -0.021301787	 -0.013876128	 -0.041169696	 1.8565603	 4.680944	 -0.026523339	 4.7309136	 -0.009597956	 2.2591116	 -0.011982978	 3.8808713	 -0.035877112	 -0.01661873	 5.3543105	 -0.018167175	 0.081200935	 1.9141428	 0.7280598	 3.261381	 -0.012837757	 1.0278434	 -0.026455604	 -0.010676891	 1.0935484	 -0.012193297	 0.5317545	 0.8213365	 -0.03933498	 -0.004943206	 1.7188954	 -0.010007607	 5.432828	 -0.01296811	 3.8952408	 -0.0059271404	 -0.040169243	 -0.005885283	 0.85619926	 0.26237446	 -0.009303188	 -0.026675822	 4.865127	 4.491435	 -0.03952802	 0.24015132	 0.6936016	 -0.037734393	 -0.029143922	 -0.012476825	 -0.010640077	 3.5854533	 -0.020845832	 -0.015308567	 2.2088509	 1.5074081	 -0.023491707	 -0.045761894	 -0.03137401	 2.5470674	 -0.00014076734	 0.35908064	 -0.012563196	 -0.00812267	 -0.006669573	 5.259086	 -0.012392804	 5.256182	 0.8568278	 0.5496318	 -0.017129825	 1.797072	 -0.019762563	 0.32680866	 1.1279377	 -0.034675315	 0.7464655	 -0.01732133	 -0.035112612	 -0.00077024783	 -0.013602397	 -0.027372323	 1.9072456	 -0.018909449	 3.3864832	 0.6776171	 -0.023832176	 -0.003915312	 1.4934174	 2.2525077	 -0.009850484	 -0.015407807	 -0.00911071	 -0.009954203	 0.9041193	 -0.031693097	 1.371795	IL
IL_Graph_1617	2.6247146	 1.4729434	 0.069797784	 0.061296526	 -0.009250171	 -0.0026557215	 -0.01956083	 -0.0032652318	 -0.005285937	 -0.00798348	 -0.011370085	 2.0470366	 -0.027214127	 -0.0167008	 1.7779241	 -0.0026988233	 -0.015597643	 -0.013463697	 1.7859042	 0.58613485	 0.8234128	 -0.00048822368	 -0.0015612671	 -0.0020238883	 1.0705968	 -0.013281283	 0.7944197	 -0.008240318	 0.36652598	 0.4299179	 -0.014783464	 0.24014789	 0.9587592	 1.5442278	 2.7300944	 -0.004749075	 -0.01404802	 1.0933996	 -0.030754074	 1.3921559	 -0.0137317665	 -0.010729027	 -0.0097998995	 1.2890394	 0.6688748	 0.2503377	 0.50177073	 1.7974553	 -0.008756944	 0.0670948	 -0.0069238106	 -0.006943496	 0.77531713	 1.6402445	 0.5828297	 -0.016592998	 1.5525231	 -0.027439792	 -0.015135378	 2.2561703	 -0.0040877056	 0.75095665	 -0.010057647	 -0.009032177	 0.741467	 -0.015510989	 2.0289242	 -0.0047872746	 0.74208647	 0.32448193	 -0.0067763017	 0.13804513	 0.7040196	 -0.00092870666	 -0.009404806	 -0.012320305	 -0.003307829	 -0.008986644	 0.52743953	 2.5782924	 0.26054758	 0.02926639	 -0.008547853	 1.4500933	 2.2473397	 -0.003363366	 -0.013106657	 -0.0019319946	 -0.009263679	 3.1106446	 0.43730658	 -0.0045685484	 -0.017542165	 -0.011246042	 1.9887106	 0.79883355	 -0.006851698	 -0.0040586153	 -0.006828772	 0.1401604	 0.37271765	 -0.01534471	 -0.012899899	 -0.008456231	 0.31207213	 -0.0105753625	 3.0418463	 -0.017841525	 0.6108648	 3.8842535	 0.8141529	 0.749045	 1.2936918	 1.9764073	 -0.0058411323	 1.6404909	 0.5726419	 0.42947063	 3.2910216	 -0.012232708	 -0.015560789	 0.58489865	 2.3372064	 0.0004498083	 0.06426279	 1.0214874	 0.7543071	 0.75540185	IL
IL_Graph_2521	0.252397	 -0.008186591	 -0.017767899	 -0.008114961	 -0.012286488	 -0.009018116	 -0.03347084	 -0.0024022593	 -0.007982522	 -0.006711824	 -0.01646842	 0.6002169	 -0.026523147	 -0.01146057	 2.4774654	 -0.008266979	 -0.007860417	 -0.012526944	 0.5176035	 -0.006088512	 2.2530222	 -0.013360915	 1.0041841	 -0.0068046204	 0.7862857	 -0.007360932	 -0.0020088728	 -0.010995304	 -0.016035564	 -0.010945555	 -0.017281596	 -0.015007079	 -0.014437983	 3.2914968	 2.2458506	 -0.0072123604	 -0.016172346	 -0.012864711	 -0.032054022	 -0.012497229	 -0.022234255	 -0.020220995	 -0.004624459	 -0.0021632179	 0.21222109	 -0.00918865	 -0.011164389	 3.3455482	 -0.023437968	 -0.0021733465	 -0.011401296	 -0.0035433092	 -0.0059689344	 -0.003404425	 0.84901226	 -0.009160421	 -0.0072855693	 -0.010285247	 -0.009304191	 4.3737755	 -0.0064987484	 0.38145405	 -0.0067038927	 -0.009294917	 -0.004620932	 -0.007872104	 0.98334724	 -0.020279339	 -0.0010308971	 -0.002783861	 -0.0050533973	 -0.015388362	 3.6984167	 -0.004079212	 -0.01141751	 -0.014072445	 -0.012211515	 -0.023873108	 1.2914447	 1.2321031	 -0.013020427	 2.2075303	 -0.00795706	 -0.0049597844	 0.13705057	 -0.0036607748	 0.632233	 0.57583344	 -0.0151483435	 2.7442882	 -0.007829844	 0.24711636	 -0.011623044	 -0.016191376	 0.08825922	 -0.011233573	 -0.018907167	 -0.0064498037	 -0.0044783037	 -0.016045544	 0.041477118	 -0.018966703	 -0.014721233	 -0.020261504	 0.24288513	 -0.0071506416	 4.8478723	 -0.009108266	 -0.0124859335	 3.3571584	 3.103744	 1.4021217	 -0.009991752	 -0.0021588497	 0.83211815	 1.2522199	 -0.0056942618	 -0.00855908	 1.8042951	 -0.024935577	 -0.004115758	 -0.010491503	 -5.484243e-05	 -0.012676947	 -0.0026512146	 0.40553302	 -0.011676393	 -0.009787451	IL
IL_Graph_1088	4.3964925	 -0.02234615	 -0.015382568	 -0.014028026	 -0.0071895826	 -0.015110723	 -0.033700477	 -0.018498424	 -0.022828838	 -0.031602576	 -0.016526347	 2.6791463	 -0.025820429	 -0.026297696	 2.770387	 1.2677703	 -0.01838434	 -0.0062972056	 2.520785	 -0.023879599	 3.4879248	 -0.026205488	 -0.0044446755	 -0.019906579	 -0.0025567266	 -0.0047818096	 0.7517362	 -0.011602253	 -0.017896084	 -0.022001386	 -0.029292356	 -0.031028146	 -0.03232316	 2.7213159	 3.7743733	 -0.0013084552	 -0.0015217955	 -0.033133127	 -0.05072976	 -0.031360958	 -0.016382465	 -0.023815189	 1.4475354	 -0.011469625	 0.14414462	 0.5992634	 -0.024167538	 1.9707671	 -0.025164941	 -0.0073320484	 -0.03203255	 -0.014611522	 -0.016876578	 0.8366075	 2.219746	 -0.0119432295	 -0.010028543	 -0.027070025	 -0.017234512	 4.0380006	 -0.016163783	 0.8019631	 -0.0013816415	 0.10419239	 -0.005581424	 -0.026195658	 2.7164273	 -0.021240067	 -0.020583421	 -0.00913352	 0.22960344	 -0.026808996	 3.3360572	 -0.0012697286	 -0.01677927	 -0.021262137	 0.14969432	 -0.039191466	 -0.020516723	 -0.00077269675	 -0.03414813	 0.7372569	 2.538569	 -0.022134475	 1.2031496	 -0.0091560865	 0.72190833	 2.1366525	 -0.01667761	 4.1160283	 -0.009693272	 -0.0051240386	 -0.019269679	 -0.014789569	 2.3393328	 -0.013491013	 -0.016181111	 -0.0065436354	 1.4532553	 -0.011190039	 -0.031185646	 -0.037828065	 -0.033545494	 -0.023072839	 2.252813	 -0.009718896	 5.0830135	 -0.023139682	 0.04970187	 4.074994	 2.7035158	 1.3942527	 -0.0153978085	 1.3880707	 -0.010476249	 3.0103192	 -0.02525639	 -0.019781169	 1.2566701	 -0.032206867	 -0.0018420164	 -0.030580234	 3.6779351	 -0.025939962	 0.29266864	 1.5789852	 -0.044295352	 -0.023763912	IL
IL_Graph_568	1.1926335	 3.0694993	 2.9945922	 0.38985294	 1.433095	 0.20035754	 -0.014177288	 0.75929576	 -0.0027198058	 1.8935287	 0.94477785	 1.3066946	 -0.020037586	 -0.018049847	 1.8213009	 0.09813274	 -0.013820938	 -0.004370701	 1.2930446	 1.5173173	 1.5770109	 2.409466	 0.544236	 0.1434906	 0.13159738	 -0.013560059	 1.6430691	 -0.01818633	 1.0967289	 1.2706294	 0.5161098	 1.5021416	 2.5114882	 2.2634063	 2.3816304	 -0.01761016	 -0.013774493	 3.5396857	 -0.02505118	 0.8607325	 -0.017807337	 -0.0035857938	 -0.023270214	 2.3838053	 2.1208231	 -0.0021830758	 1.3758947	 2.5000877	 -0.0036349546	 1.4857305	 -0.01298918	 -0.016873965	 3.0728536	 1.2692481	 -0.004133841	 -0.015032087	 1.6028764	 -0.016570728	 -0.007610571	 2.9997137	 -0.002931398	 0.1262257	 0.0032916376	 -0.020744016	 1.4607168	 -0.0052929404	 0.27999732	 1.7217834	 2.5835853	 0.44459656	 -0.0045704884	 0.6658699	 0.256228	 0.40926704	 -0.027714495	 -0.01029141	 0.9428877	 -0.011782913	 1.4853215	 2.6625614	 2.9352632	 1.5790582	 -0.020260837	 2.909061	 2.089703	 1.0290284	 -0.009445934	 -0.0058858776	 0.8617357	 2.3253381	 -0.0022936293	 0.89891773	 -0.0032875831	 -0.0024372046	 3.263912	 1.868878	 -0.026953172	 -0.008355669	 -0.020061221	 1.8718107	 2.3162496	 0.6539649	 -0.0063772914	 -0.008793937	 -0.0057354295	 -0.0057818377	 1.0826386	 -0.015430634	 1.1198115	 3.0537632	 1.296826	 0.38137382	 2.149032	 1.8096455	 0.8743192	 1.91953	 2.3444817	 1.3853848	 3.3613691	 2.1135726	 -0.01165319	 2.4090219	 0.70181805	 0.25587237	 0.1731113	 0.3646684	 2.262506	 3.2977772	IL
IL_Graph_255	0.78365326	 3.2881563	 2.715514	 1.7735686	 0.80309224	 0.48472214	 -0.012918138	 3.0017207	 -0.0011134322	 2.9296262	 -0.0049862573	 1.2769647	 -0.012739817	 -0.030271847	 2.8255782	 -0.0030565357	 -0.0009540101	 0.6554991	 -0.00030044658	 -0.0015513786	 -0.0007016485	 3.9955828	 -0.0025114503	 -0.009515729	 -0.011475359	 -0.018792165	 1.2259798	 -0.011662096	 3.0828717	 3.5555863	 1.6610698	 1.4757018	 3.5216055	 1.6980044	 1.3154223	 -0.020735681	 -0.010175079	 4.7972875	 -0.012637944	 2.718318	 -0.017604373	 -0.0070817578	 -0.018814955	 2.5619571	 2.0505254	 -0.0052137063	 1.7220442	 2.1016953	 0.40310907	 1.1474687	 -0.0176208	 0.7699307	 4.662545	 -0.00055866543	 -0.013519378	 -0.019606436	 3.080678	 -0.012011055	 0.29016155	 2.8592517	 0.03398128	 -0.022490097	 -0.0013884737	 -0.01253697	 3.4684405	 1.2656108	 -0.00742739	 1.3406525	 4.3693843	 1.5377109	 -0.009748784	 1.0518465	 -0.01647741	 0.68077826	 -0.031834647	 -0.015163411	 0.04992494	 -0.004711848	 1.5126407	 2.2392433	 3.6042805	 0.98526156	 -0.029165264	 4.3911448	 1.9307933	 2.257957	 -0.013780155	 -0.011878691	 -0.012073862	 1.0500853	 0.005451532	 1.6201102	 -0.0022445526	 -0.014471392	 3.564092	 2.6925015	 -0.023271782	 -0.0138981985	 -0.0130145885	 2.0400023	 4.2992225	 0.71425706	 0.53535926	 -0.00238067	 -0.013932781	 -0.004189209	 -0.0063494667	 -0.014444111	 2.332884	 1.7003717	 1.2680367	 -0.008878112	 3.1615176	 2.9431875	 0.7890868	 1.9695978	 4.565728	 2.0374932	 4.545162	 2.949804	 -0.00831459	 4.014556	 -0.007495133	 0.77060115	 -0.0006801292	 -0.012250947	 4.873709	 3.8136823	IL
IL_Graph_601	2.7912645	 0.008809589	 -0.005385998	 -0.0053107813	 -0.019067906	 -0.013157113	 -0.03203856	 -0.022619877	 0.86166704	 -0.018938687	 -0.00054153707	 1.3856694	 -0.028078057	 -0.016593719	 -0.019123364	 -0.010766599	 -0.00882673	 -0.011593199	 2.475303	 0.18327807	 0.40314913	 -0.005295232	 -0.0029857531	 -0.018480059	 2.3605723	 -0.0068243896	 1.4278361	 0.5429115	 -0.017359631	 -0.024231529	 -0.02705633	 0.38205886	 -0.020702077	 0.14873351	 2.6655161	 -0.008240605	 -0.013784884	 -0.011024383	 -0.053445395	 -0.01807181	 -0.028204607	 -0.014650118	 -0.02720111	 0.5039175	 -0.0059066373	 -0.03906749	 -0.007060336	 -0.005941002	 -0.01568865	 -0.0018147387	 -0.0064296406	 -0.025709836	 -0.02030309	 2.5770721	 2.444297	 -0.036338467	 -0.008937733	 -0.040915094	 -0.015280025	 -0.0033252118	 -0.012474782	 1.5029278	 -0.019872943	 -0.008486822	 -0.026783675	 -0.022869186	 2.8068435	 -0.01421435	 -0.0031107706	 -0.004206291	 -0.0070775207	 -0.020563606	 1.6955755	 -0.010272594	 -0.016348725	 0.20912659	 -0.0035538233	 -0.028341869	 0.33113575	 2.032227	 -0.011050307	 -0.0027771215	 2.7779706	 -0.003315617	 0.648367	 -0.010797545	 -0.019294014	 -0.017046088	 -0.0019143183	 3.4963658	 -0.021410031	 0.33963728	 -0.012972156	 -0.007062484	 -0.02028317	 -0.010736061	 -0.019141285	 -0.0068391263	 -0.005327219	 -0.020818837	 -0.035286024	 -0.01095728	 -0.021393578	 -0.0024699727	 -0.025164774	 -0.012078542	 6.2386036	 -0.017802753	 -0.012004927	 4.8355803	 -0.013372495	 -0.014116477	 -0.015078206	 -0.01317827	 0.55964965	 -0.010699289	 -0.035000954	 -0.011096138	 -0.015412142	 -0.03121114	 -0.030201804	 -0.019048698	 2.1167018	 -0.010930588	 -0.012335063	 1.1026642	 -0.028546734	 0.040037315	IL
IL_Graph_2027	-0.023838438	 2.5413465	 -0.019950416	 0.1272304	 7.1224284	 3.4227974	 2.8763244	 -0.02400346	 -0.044314094	 3.913058	 1.7935635	 -0.0057054954	 0.48662233	 2.8666081	 -0.016263738	 -0.006448504	 1.7524437	 -0.017267808	 0.634468	 0.14217333	 -0.059805315	 2.6513693	 0.1732185	 0.777269	 -0.0034318168	 -0.03639471	 -0.03309275	 -0.018112946	 1.3154483	 -0.017628519	 -0.03648768	 0.5186578	 -0.016725251	 -0.019519992	 -0.022931637	 -0.008589384	 -0.03158296	 3.9613502	 3.255823	 2.246728	 4.0410805	 5.2113175	 2.6452067	 1.4732541	 0.3411459	 -0.010287672	 1.0219177	 -0.020987008	 0.89130163	 -0.0040593813	 -0.002863055	 0.7687761	 -0.038943067	 -0.0011108753	 1.592857	 2.42368	 -0.0042901346	 4.818239	 -0.01891284	 -0.0051389365	 1.6078514	 0.7254523	 2.1929748	 -0.0417448	 -0.011082689	 -0.03800153	 0.2843901	 4.60771	 1.4300579	 -0.037275005	 2.2809448	 3.9334288	 0.19775471	 -0.018181575	 1.7088593	 3.8023283	 3.1057446	 2.5551388	 -0.012113371	 -0.015495028	 0.09125799	 3.031673	 -0.032204915	 -0.0016719787	 2.091074	 -0.008996987	 1.277682	 1.7084935	 5.2629905	 -0.025128476	 -0.02583791	 -0.010736743	 -0.017929988	 2.0826356	 -0.018541712	 1.5810134	 0.85112154	 3.5194268	 -0.02058655	 0.012614923	 0.5950721	 3.6938121	 -0.009756732	 -0.0055367737	 1.2878792	 -0.0021545738	 -0.03240808	 5.8328257	 2.569367	 -0.038585115	 1.25554	 3.1802037	 4.320349	 -0.0048737163	 2.643635	 -0.037082292	 -0.0140020475	 2.4922888	 -0.018936783	 0.8274214	 4.5226893	 0.87851	 -0.01033391	 5.17851	 1.7349707	 -0.012948242	 1.7144827	 -0.009050306	IL
IL_Graph_1914	0.37807095	 3.5431693	 2.9677565	 0.40502405	 0.85847056	 0.42935964	 -0.017529693	 1.0321462	 0.7631735	 2.4975786	 0.9251821	 1.1350596	 -0.017412005	 -0.024359306	 1.6629422	 -0.0032319548	 -0.003162893	 -0.0053731343	 0.719968	 1.7140439	 1.0962123	 3.1850026	 0.8991128	 0.5670761	 0.1719216	 -0.014549475	 0.8746954	 -0.0067057717	 1.6630605	 2.199629	 1.147348	 1.5727859	 2.490184	 2.907237	 1.6340612	 -0.014578755	 -0.01570846	 4.241994	 -0.024751155	 2.0670311	 -0.020014789	 -0.006889223	 -0.023088697	 2.545286	 2.0359914	 -0.009219758	 1.3851635	 2.1779013	 0.38021943	 1.1101385	 -0.008760229	 -0.010047675	 2.894442	 1.711744	 -0.008023196	 -0.018171541	 1.5650605	 -0.022028457	 -5.5570992e-05	 2.7737172	 -0.006784595	 0.04991045	 -0.0043638423	 -0.016397206	 1.7886821	 -0.002215938	 0.08014522	 1.3760047	 3.591982	 0.8473108	 -0.011601403	 0.504386	 0.4056746	 0.012601874	 -0.026255764	 -0.008960245	 0.41892335	 -0.013908565	 1.7030545	 2.9870753	 3.6075957	 1.3365445	 -0.020677468	 3.9384565	 1.2892455	 0.9403743	 -0.007913244	 -0.007327891	 0.94726604	 1.6131163	 -0.0029854022	 0.36374688	 -0.0028558632	 0.1431435	 2.4319568	 1.8754872	 -0.021897532	 -0.015239886	 -0.019067897	 1.4772811	 2.4570923	 0.9367954	 -0.002282765	 -0.0064851814	 -0.008085961	 -0.004634404	 0.8233566	 -0.018041784	 1.1195126	 2.804329	 1.0729543	 0.28544852	 2.0989168	 1.3805301	 1.0899745	 1.6763902	 2.4281602	 1.2325188	 4.2379684	 2.0061305	 -0.015306236	 2.4665813	 -0.0012326392	 -0.0011485132	 -0.0024523807	 -0.002109513	 2.3396778	 3.3143601	IL
IL_Graph_1217	-0.022969296	 1.6776326	 0.25822383	 -0.039676927	 -0.0050812885	 -0.015696576	 -0.039723244	 -0.03730425	 3.056506	 1.6828214	 1.2981191	 -0.005620735	 -0.033095658	 0.035626326	 -0.018007161	 -0.012802307	 0.12235646	 -0.02393125	 2.3694134	 5.053215	 2.2678394	 0.71124804	 4.5171127	 4.182321	 4.16774	 -0.024418125	 -0.016853798	 0.24808721	 -0.027128704	 -0.027517932	 -0.0052369935	 3.3452682	 -0.007153363	 2.3244479	 3.293784	 -0.00023683229	 -0.03897967	 1.1774085	 -0.04595662	 -0.023057003	 -0.016928898	 -0.0316641	 -0.047490742	 1.2609799	 1.0787959	 -0.05661049	 2.956096	 1.481802	 -0.0018089085	 -0.012254852	 3.8097818	 -0.057434577	 -0.031524792	 4.427345	 0.48718578	 -0.028238675	 -0.007116367	 -0.022378674	 -0.013430945	 2.3390877	 0.77404916	 2.9936016	 -0.0056601553	 -0.029421214	 -0.044906106	 -0.02665021	 0.67035234	 -0.012898624	 1.4476467	 -0.028069487	 -0.012568018	 -0.0043628886	 5.4967	 -0.03236265	 -0.0039626467	 3.5849302	 -0.011512901	 -0.015696423	 4.607582	 3.5312254	 2.5401387	 1.0916281	 -0.010350857	 1.0012693	 -0.00441768	 -0.033674538	 1.5889008	 -0.0032625508	 5.983649	 4.2154737	 -0.008985981	 0.123329245	 0.14945105	 1.7141885	 -0.03558426	 -0.005945302	 -0.025446286	 1.8239971	 -0.024348034	 -0.01001487	 -0.008804604	 1.3980886	 -0.034833655	 -0.020544939	 -0.03288479	 1.2840787	 7.1005635	 -0.018733574	 -0.023939952	 5.175494	 -0.024631262	 2.0659068	 -0.024896894	 -0.03445574	 2.8033707	 -0.026285334	 -0.040392585	 0.58215225	 -0.012967609	 1.7153846	 -0.02613922	 -0.0014144231	 -0.0012407473	 -0.0014896868	 -0.016374946	 0.84334105	 -0.019955132	 -0.011756648	IL
IL_Graph_937	-0.008145946	 -0.004784762	 0.31461287	 1.0870968	 -0.029848978	 -0.0013714486	 4.0879817	 3.7768536	 2.0406067	 1.4873376	 0.9679928	 -0.020008352	 0.9503132	 -0.008980473	 -0.009783002	 -0.004588167	 2.5620856	 0.59075546	 -0.006504168	 -0.013802047	 2.1872208	 -0.0013382315	 0.7844954	 -0.002691133	 0.24823256	 0.76056045	 0.9635266	 3.036893	 1.1414237	 3.3818061	 5.110167	 -0.029640757	 0.5586706	 -0.014238682	 -0.027787937	 1.4438951	 2.0000482	 -0.010718109	 3.261942	 0.41246524	 2.250748	 -0.013996921	 2.0479653	 -0.013069812	 0.3051415	 2.0225155	 -0.023027994	 -0.0017891638	 0.3633683	 -0.003920055	 1.7119445	 1.4331892	 1.1913825	 -0.012003041	 -0.013678684	 -0.008873503	 0.48975405	 0.24170148	 1.6368008	 -0.023144295	 -0.014512005	 -0.021903679	 0.9891567	 4.9183893	 -0.027096113	 4.050925	 -0.01903805	 -0.024698218	 -0.0036899536	 2.7582695	 -0.008050314	 -0.021302208	 -0.01814397	 2.0778205	 0.12663259	 -0.02081849	 -0.013990399	 1.4464915	 -0.02326296	 -0.026113702	 -0.0005893088	 -0.014355757	 2.2966866	 -0.0012268499	 -0.018428724	 0.16612877	 2.8362193	 -0.008631227	 -0.022769071	 -0.028166026	 0.9906879	 1.4577264	 1.3179575	 1.6303453	 -0.01242879	 0.7437827	 3.9049053	 -0.019849403	 2.9166365	 -0.007450555	 2.7230086	 -0.001235908	 0.7855405	 0.26219878	 -0.0050930404	 0.6530628	 -0.0325675	 -0.010378467	 -0.019273862	 -0.04300845	 -0.025358595	 -0.009097624	 -0.015096058	 0.009806469	 -0.00927888	 0.7513035	 1.9011515	 0.6693106	 2.7251709	 2.1607716	 2.0813377	 -0.0017416967	 -0.027991546	 -0.01035718	 0.26866943	 0.13847293	 -0.000901409	 -0.0030619397	IL
IL_Graph_2335	0.85051584	 0.059728764	 -0.014106695	 -0.015059366	 -0.020653078	 0.89112234	 1.3225429	 1.0791187	 0.8470916	 2.5586557	 0.92171633	 -0.0064781243	 5.7206216	 0.0139175495	 -0.0100227315	 3.0737424	 2.735952	 0.45543	 1.5348283	 1.2332866	 2.353337	 -0.004277064	 -0.009661542	 1.6790496	 -0.015792932	 2.3377051	 -0.009235677	 1.2763758	 2.6587763	 2.2835293	 1.2844092	 0.049255602	 -0.003918985	 -0.035577253	 -0.006463055	 -0.029863495	 3.0628126	 2.6854773	 2.4134438	 -0.036708537	 6.449971	 -0.0009738508	 -0.024904389	 -0.02847555	 -0.012300254	 -0.0069822865	 -0.007141691	 0.17486142	 -0.004471962	 -0.014927464	 3.549852	 -0.03744712	 -0.012658078	 -0.013391313	 0.78417075	 -0.032995205	 0.7163093	 0.9674097	 -0.01395266	 -0.024495538	 2.8312244	 1.8177059	 1.3353682	 4.294331	 -0.013560885	 4.1451464	 1.0861038	 1.1693314	 -0.012495526	 0.27919668	 1.3838412	 4.340151	 -0.029006677	 4.4591937	 2.6626334	 0.07249065	 -0.0070664305	 -0.0018075138	 1.2331567	 -0.004545147	 -0.0057950276	 -0.03179492	 2.6834083	 -0.02364955	 1.6779145	 0.1105168	 1.503099	 -0.011116573	 -0.024884254	 -0.010247363	 4.3807592	 -0.00044251676	 3.4246793	 -0.00870648	 1.7251428	 -0.006861348	 -0.022533413	 1.8369043	 3.9895623	 2.826683	 0.7191918	 -0.011550036	 2.4097679	 2.0326693	 -0.008031242	 3.2813349	 -0.02287155	 2.6680899	 0.79484075	 -0.028649671	 -0.051247027	 -0.015579618	 -0.017368753	 -0.0010699962	 0.22234197	 -0.03112848	 2.3588288	 -0.019406687	 -0.0066003012	 4.176762	 -0.0030013744	 1.3614589	 0.38331	 1.4686817	 0.45396647	 0.41453207	 2.5195398	 1.2637355	IL
IL_Graph_1958	1.8436512	 2.60495	 2.6364949	 0.62396115	 0.23779558	 -0.0002632581	 -0.022784669	 1.0272777	 0.17688802	 1.4580293	 0.12982637	 1.4488558	 -0.014986201	 -0.02671871	 2.32795	 0.5868795	 -0.009113372	 -0.00018793867	 0.98668754	 0.8186047	 1.1066194	 2.851192	 0.061547127	 -0.0046191798	 -0.002380383	 -0.012613405	 1.1872836	 -0.009450749	 1.9140441	 1.9252127	 0.7444043	 0.67308813	 2.1231651	 2.5194774	 1.9395757	 -0.015689708	 -0.010718213	 3.2469382	 -0.0289152	 1.7461493	 -0.015337722	 -0.009998495	 -0.0179338	 1.6939281	 2.178432	 -0.002839637	 0.6136238	 2.3742583	 0.14680699	 0.87525153	 -0.016083911	 -0.006298686	 2.9893732	 1.0754247	 -0.004550251	 -0.018923802	 1.2124895	 -0.025351068	 -0.0046375543	 2.9253113	 -0.006244621	 -0.0016213703	 -0.0073594325	 -0.01407658	 2.1884983	 0.28255352	 0.4973326	 0.724	 2.910192	 0.9885019	 -0.010882041	 0.18301758	 -0.0012797519	 0.5240355	 -0.025703227	 -0.012335586	 0.19029772	 -0.019296838	 0.822095	 2.8738935	 2.6166296	 0.55561423	 -0.0146686435	 3.2410724	 1.2264158	 1.186396	 -0.010360833	 -0.007407137	 -0.0053621083	 1.6902962	 0.13117276	 0.42506894	 -0.0047639254	 -0.007093871	 3.1738515	 1.6659883	 -0.019428765	 -0.0108779585	 -0.0071544866	 1.5180318	 1.9418187	 -0.0010590599	 -0.0032551186	 -0.005915966	 -0.0031057943	 -0.009409928	 0.975534	 -0.022004582	 1.5145882	 3.0098627	 1.2011175	 0.07208497	 1.4498688	 2.5724275	 0.56135184	 2.7185876	 2.45788	 0.74373937	 4.3874087	 1.2166287	 -0.015695387	 1.8806206	 1.0552088	 -0.005404475	 -0.00389398	 -0.001579385	 2.0407805	 2.7851906	IL
