Subcluster_id,Q-score
899,1.527713482817262
527,1.4376014434390778
701,1.3599160914051902
740,1.3240067897191667
226,1.321813161744724
139,1.3072198311076533
157,1.3036034379150745
370,1.2870024162320988
566,1.2785731408089944
665,1.267616750878613
860,1.246616351270136
256,1.2436577227122152
757,1.235930108183703
52,1.2282780141831844
12,1.2130994895203964
61,1.2006800489241374
724,1.1783033381476913
629,1.1769482828973021
870,1.1501706603228956
679,1.1436737049576355
888,1.1391143875524405
98,1.1370214633369504
715,1.1177930678133197
252,1.1143501647605647
922,1.1002548084985948
828,1.1001427508336632
242,1.0932266717303138
297,1.0835399974150146
752,1.0812825854699497
243,1.0811280804114762
141,1.0764143906605352
900,1.070474994898301
51,1.0667680127172405
387,1.059063151270288
103,1.057564905017479
898,1.0558755007603153
38,1.0538590546478674
477,1.053619033505774
62,1.0466802327100093
250,1.0445753628852732
672,1.038893747220976
867,1.0371192725067948
56,1.036428058884534
796,1.027213132547347
112,1.0074908238513645
455,0.9975663831932029
230,0.9969747359913543
889,0.994001441622742
465,0.9936504542606609
525,0.9925411354432989
246,0.9905364302050604
734,0.9838587558234339
240,0.979861777680874
49,0.9796025449155957
552,0.9728111937725897
736,0.9685245266641871
27,0.9679440490292289
747,0.9643423137343112
685,0.95443474298267
132,0.9513256473832729
136,0.9467308703927089
916,0.9439440376881926
173,0.9417716958283863
288,0.941545022813435
304,0.9373787046745423
29,0.9358446541776617
87,0.9208734427004094
106,0.919285894063726
7,0.9186713817143324
222,0.9106489420634134
773,0.9091645113727597
526,0.8993022026301215
169,0.8986077946948576
151,0.8969902327220423
181,0.8962145035397312
116,0.8917947762140466
492,0.8888550558884348
388,0.8886667890605044
285,0.8885588435377447
354,0.8874958467978129
188,0.8835000842214461
201,0.8802084014209497
208,0.879742515219952
258,0.8796310815494996
189,0.8794521241411197
248,0.8785538721645627
559,0.8781287947021745
770,0.8696830783321949
114,0.8688777273997843
6,0.8671220466482416
421,0.8664443231853391
695,0.8640468785476357
641,0.8637601883310141
721,0.8629048018572412
215,0.8608538186873446
241,0.8580618707248808
217,0.8527358710168209
85,0.8508263382325236
92,0.8500831168942838
