Subcluster_id,Q-score
33,1.4589998862936748
48,1.2597043835494794
157,1.178450644456483
29,1.1530462420209346
35,1.0615516823467062
36,0.9662641796424627
487,0.9371585691207472
50,0.9347331277538207
486,0.9297001299143136
184,0.9223491537459412
54,0.9156941334352905
268,0.9084060063610717
81,0.9004698106656837
173,0.8774645398545349
17,0.8738171410596053
80,0.8737469556164541
135,0.8644876538416494
98,0.8498585098629182
285,0.82708085185629
286,0.8093682190078983
51,0.8055485962338913
122,0.7993893418175997
84,0.797283374842028
110,0.7960173299507758
4,0.7952986929239433
319,0.790988159466307
507,0.7856107193361763
611,0.7810406846834955
222,0.777824406122417
404,0.7748966337212838
123,0.774371970101269
310,0.7715861256523942
304,0.7694091399844858
72,0.76374216667445
211,0.7501899632218323
75,0.7469679583725862
378,0.7356134131399397
88,0.7304949927406231
297,0.7271138496949847
10,0.725755433239363
40,0.7209301496143636
316,0.7191481811322938
1,0.7177007364493271
182,0.7143701814702756
24,0.7121151709756046
106,0.7109788038696918
127,0.6987366875343581
96,0.697774433382137
6,0.6897399716614511
408,0.6829422380458066
118,0.6821285880304296
166,0.6819541414401684
128,0.6768479695565389
164,0.6766428319848532
400,0.6725999570823976
174,0.6678214225472201
121,0.6653079804813918
27,0.663079369355962
101,0.6625757992712799
94,0.6621803575893384
95,0.661660146169383
8,0.6612852418924446
570,0.6576806222082244
67,0.6562431734121157
23,0.6500731983994286
227,0.6490641864970617
144,0.646419225538921
549,0.6451942697898645
104,0.6423934026129361
20,0.6397887679391779
190,0.6368359022463168
193,0.6341504551887132
303,0.6337835675767771
209,0.6333068116227601
442,0.6319142618764715
99,0.6305568569269365
152,0.6265462312935173
633,0.6222490486940107
219,0.617176235695647
70,0.6142587382224662
0,0.6111500979466589
411,0.6095578015179173
61,0.6024814153501747
85,0.5979742680013396
454,0.591073095903143
158,0.5902387105767076
9,0.5859404960287533
154,0.5848769086222463
38,0.5816987840374953
202,0.5790851064374031
208,0.5778281310649105
21,0.5760568161317875
142,0.5725388716690389
199,0.5685017993749246
43,0.5656617557260497
32,0.5567989582963618
311,0.5511379496275692
